 Prayer Times Schedule 2003
Location: Taif, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
3 4:21 5:52 12:31 4:05 7:10 8:40 
4 4:20 5:51 12:31 4:05 7:11 8:41 
5 4:19 5:50 12:31 4:05 7:11 8:41 
6 4:18 5:49 12:31 4:05 7:12 8:42 
7 4:17 5:49 12:31 4:05 7:12 8:42 
8 4:16 5:48 12:31 4:05 7:13 8:43 
9 4:16 5:48 12:31 4:05 7:13 8:43 
10 4:14 5:46 12:31 4:04 7:14 8:44 
11 4:13 5:46 12:31 4:04 7:15 8:45 
12 4:12 5:45 12:31 4:04 7:15 8:45 
13 4:11 5:44 12:31 4:04 7:16 8:46 
14 4:11 5:44 12:31 4:04 7:17 8:47 
15 4:10 5:43 12:31 4:04 7:17 8:47 
16 4:09 5:43 12:31 4:04 7:18 8:48 
17 4:08 5:42 12:31 4:04 7:18 8:48 
18 4:07 5:42 12:31 4:04 7:19 8:49 
19 4:07 5:41 12:31 4:04 7:20 8:50 
20 4:07 5:41 12:31 4:04 7:20 8:50 
21 4:05 5:40 12:31 4:04 7:21 8:51 
22 4:04 5:40 12:31 4:04 7:21 8:51 
23 4:04 5:39 12:31 4:04 7:22 8:52 
24 4:03 5:39 12:31 4:04 7:22 8:52 
25 4:02 5:38 12:31 4:04 7:23 8:53 
26 4:02 5:38 12:31 4:04 7:24 8:54 
27 4:01 5:38 12:31 4:04 7:24 8:54 
28 4:01 5:37 12:31 4:04 7:25 8:55 
29 4:00 5:37 12:31 4:04 7:25 8:55 
30 4:00 5:37 12:32 4:04 7:26 8:56 
31 4:00 5:37 12:32 4:04 7:26 8:56 
 June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:59 5:36 12:32 4:04 7:27 8:57 
2 3:59 5:36 12:32 4:04 7:27 8:57 
3 3:58 5:36 12:32 4:04 7:28 8:58 
4 3:58 5:36 12:32 4:04 7:28 8:58 
5 3:58 5:36 12:33 4:04 7:29 8:59 
6 3:57 5:36 12:33 4:04 7:29 8:59 
7 3:57 5:35 12:33 4:05 7:30 9:00 
8 3:57 5:35 12:33 4:05 7:30 9:00 
9 3:57 5:35 12:33 4:05 7:30 9:00 
10 3:57 5:35 12:34 4:05 7:31 9:01 
11 3:57 5:35 12:34 4:05 7:31 9:01 
12 3:57 5:35 12:34 4:05 7:32 9:02 
13 3:57 5:35 12:34 4:05 7:32 9:02 
14 3:57 5:35 12:34 4:06 7:32 9:02 
15 3:57 5:35 12:35 4:06 7:33 9:03 
16 3:57 5:36 12:35 4:06 7:33 9:03 
17 3:57 5:36 12:35 4:06 7:33 9:03 
18 3:57 5:36 12:35 4:06 7:34 9:04 
19 3:57 5:36 12:35 4:07 7:34 9:04 
20 3:57 5:36 12:36 4:07 7:34 9:04 
21 3:57 5:36 12:36 4:07 7:34 9:04 
22 3:58 5:37 12:36 4:07 7:35 9:05 
23 3:58 5:37 12:36 4:07 7:35 9:05 
24 3:58 5:37 12:36 4:08 7:35 9:05 
25 3:58 5:37 12:37 4:08 7:35 9:05 
26 3:59 5:38 12:37 4:08 7:35 9:05 
27 3:59 5:38 12:37 4:08 7:35 9:05 
28 4:00 5:38 12:37 4:09 7:35 9:05 
29 4:00 5:39 12:38 4:09 7:35 9:05 
30 4:00 5:39 12:38 4:09 7:36 9:06 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:01 5:39 12:38 4:09 7:36 9:06 
2 4:01 5:40 12:38 4:10 7:36 9:06 
3 4:02 5:40 12:38 4:10 7:36 9:06 
4 4:03 5:40 12:39 4:10 7:35 9:05 
5 4:03 5:41 12:39 4:10 7:35 9:05 
6 4:04 5:41 12:39 4:11 7:35 9:05 
7 4:04 5:42 12:39 4:11 7:35 9:05 
8 4:05 5:42 12:39 4:11 7:35 9:05 
9 4:05 5:43 12:39 4:11 7:35 9:05 
10 4:06 5:43 12:39 4:11 7:35 9:05 
11 4:07 5:44 12:40 4:12 7:35 9:05 
12 4:08 5:44 12:40 4:12 7:34 9:04 
13 4:08 5:44 12:40 4:12 7:34 9:04 
14 4:09 5:45 12:40 4:12 7:34 9:04 
15 4:10 5:45 12:40 4:12 7:33 9:03 
16 4:10 5:46 12:40 4:13 7:33 9:03 
17 4:11 5:47 12:40 4:13 7:33 9:03 
18 4:12 5:47 12:40 4:13 7:32 9:02 
19 4:13 5:48 12:40 4:13 7:32 9:02 
20 4:13 5:48 12:40 4:13 7:32 9:02 
21 4:14 5:49 12:41 4:13 7:31 9:01 
22 4:15 5:49 12:41 4:14 7:31 9:01 
23 4:16 5:50 12:41 4:14 7:30 9:00 
24 4:17 5:50 12:41 4:14 7:30 9:00 
25 4:17 5:51 12:41 4:14 7:29 8:59 
26 4:18 5:51 12:41 4:14 7:29 8:59 
27 4:19 5:52 12:41 4:14 7:28 8:58 
28 4:20 5:52 12:41 4:14 7:28 8:58 
29 4:20 5:52 12:41 4:14 7:28 8:58 
30 4:22 5:54 12:41 4:14 7:26 8:56 
31 4:22 5:54 12:41 4:14 7:26 8:56 
 August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:23 5:55 12:41 4:14 7:25 8:55 
2 4:24 5:55 12:40 4:14 7:24 8:54 
3 4:25 5:56 12:40 4:14 7:24 8:54 
4 4:26 5:56 12:40 4:14 7:23 8:53 
5 4:26 5:57 12:40 4:14 7:22 8:52 
6 4:27 5:58 12:40 4:14 7:21 8:51 
7 4:28 5:58 12:40 4:14 7:21 8:51 
8 4:29 5:59 12:40 4:14 7:20 8:50 
9 4:29 5:59 12:40 4:14 7:20 8:50 
10 4:31 6:00 12:40 4:14 7:18 8:48 
11 4:31 6:00 12:39 4:13 7:17 8:47 
12 4:32 6:01 12:39 4:13 7:16 8:46 
13 4:33 6:01 12:39 4:13 7:15 8:45 
14 4:34 6:02 12:39 4:13 7:15 8:45 
15 4:35 6:02 12:39 4:13 7:14 8:44 
16 4:35 6:03 12:39 4:13 7:13 8:43 
17 4:36 6:03 12:38 4:12 7:12 8:42 
18 4:37 6:04 12:38 4:12 7:11 8:41 
19 4:38 6:05 12:38 4:12 7:10 8:40 
20 4:38 6:05 12:38 4:12 7:10 8:40 
21 4:39 6:06 12:37 4:11 7:08 8:38 
22 4:40 6:06 12:37 4:11 7:07 8:37 
23 4:41 6:07 12:37 4:11 7:06 8:36 
24 4:41 6:07 12:37 4:10 7:05 8:35 
25 4:42 6:08 12:36 4:10 7:04 8:34 
26 4:43 6:08 12:36 4:09 7:03 8:33 
27 4:43 6:09 12:36 4:09 7:02 8:32 
28 4:44 6:09 12:36 4:09 7:01 8:31 
29 4:45 6:10 12:35 4:08 6:59 8:29 
30 4:46 6:10 12:35 4:08 6:58 8:28 
31 4:46 6:10 12:35 4:08 6:58 8:28 
 September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:47 6:11 12:34 4:07 6:56 8:26 
2 4:48 6:12 12:34 4:06 6:55 8:25 
3 4:48 6:12 12:34 4:06 6:54 8:24 
4 4:49 6:13 12:33 4:05 6:53 8:23 
5 4:50 6:13 12:33 4:05 6:52 8:22 
6 4:50 6:14 12:33 4:04 6:50 8:20 
7 4:51 6:14 12:32 4:04 6:49 8:19 
8 4:51 6:15 12:32 4:03 6:48 8:18 
9 4:52 6:15 12:32 4:03 6:47 8:17 
10 4:53 6:16 12:31 4:02 6:46 8:16 
11 4:53 6:16 12:31 4:02 6:46 8:16 
12 4:54 6:16 12:31 4:01 6:43 8:13 
13 4:55 6:17 12:30 4:00 6:42 8:12 
14 4:55 6:17 12:30 4:00 6:41 8:11 
15 4:56 6:18 12:30 3:59 6:40 8:10 
16 4:56 6:18 12:29 3:58 6:39 8:09 
17 4:57 6:19 12:29 3:58 6:37 8:07 
18 4:57 6:19 12:28 3:57 6:36 8:06 
19 4:58 6:20 12:28 3:56 6:35 8:05 
20 4:59 6:20 12:28 3:56 6:34 8:04 
21 4:59 6:21 12:27 3:55 6:33 8:03 
22 5:00 6:21 12:27 3:54 6:31 8:01 
23 5:00 6:22 12:27 3:54 6:30 8:00 
24 5:01 6:22 12:26 3:53 6:29 7:59 
25 5:01 6:23 12:26 3:52 6:28 7:58 
26 5:02 6:23 12:26 3:51 6:27 7:57 
27 5:02 6:24 12:25 3:51 6:25 7:55 
28 5:03 6:24 12:25 3:50 6:24 7:54 
29 5:03 6:25 12:25 3:49 6:23 7:53 
30 5:04 6:25 12:24 3:49 6:22 7:52 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:05 6:26 12:24 3:48 6:21 7:51 
2 5:05 6:26 12:24 3:47 6:20 7:50 
3 5:06 6:27 12:23 3:46 6:18 7:48 
4 5:06 6:27 12:23 3:46 6:17 7:47 
5 5:07 6:28 12:23 3:45 6:16 7:46 
6 5:07 6:28 12:22 3:44 6:15 7:45 
7 5:08 6:29 12:22 3:43 6:14 7:44 
8 5:08 6:29 12:22 3:43 6:13 7:43 
9 5:09 6:30 12:22 3:42 6:12 7:42 
10 5:09 6:31 12:21 3:41 6:11 7:41 
11 5:10 6:31 12:21 3:40 6:10 7:40 
12 5:10 6:32 12:21 3:40 6:08 7:38 
13 5:11 6:32 12:21 3:39 6:07 7:37 
14 5:11 6:33 12:20 3:38 6:06 7:36 
15 5:12 6:33 12:20 3:37 6:05 7:35 
16 5:13 6:34 12:20 3:37 6:04 7:34 
17 5:13 6:35 12:20 3:36 6:03 7:33 
18 5:14 6:35 12:19 3:35 6:02 7:32 
19 5:14 6:36 12:19 3:35 6:01 7:31 
20 5:15 6:36 12:19 3:34 6:00 7:30 
21 5:15 6:37 12:19 3:33 5:59 7:29 
22 5:16 6:38 12:19 3:33 5:58 7:28 
23 5:16 6:38 12:19 3:32 5:57 7:27 
24 5:17 6:39 12:18 3:31 5:56 7:26 
25 5:18 6:40 12:18 3:31 5:56 7:26 
26 5:18 6:40 12:18 3:30 5:55 7:25 
27 5:19 6:41 12:18 3:29 5:54 7:54 
28 5:19 6:42 12:18 3:29 5:53 7:53 
29 5:20 6:42 12:18 3:28 5:52 7:52 
30 5:20 6:43 12:18 3:28 5:51 7:51 
31 5:21 6:44 12:18 3:27 5:51 7:51 
 November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:22 6:44 12:18 3:26 5:50 7:50 
2 5:22 6:45 12:18 3:26 5:49 7:49 
3 5:23 6:46 12:18 3:25 5:48 7:48 
4 5:23 6:47 12:18 3:25 5:48 7:48 
5 5:24 6:47 12:18 3:24 5:47 7:47 
6 5:25 6:48 12:18 3:24 5:46 7:46 
7 5:25 6:49 12:18 3:23 5:46 7:46 
8 5:26 6:50 12:18 3:23 5:45 7:45 
9 5:26 6:50 12:18 3:23 5:45 7:45 
10 5:27 6:51 12:18 3:22 5:44 7:44 
11 5:28 6:52 12:18 3:22 5:43 7:43 
12 5:28 6:53 12:18 3:21 5:43 7:43 
13 5:29 6:53 12:18 3:21 5:42 7:42 
14 5:30 6:54 12:19 3:20 5:42 7:42 
15 5:30 6:55 12:19 3:20 5:41 7:41 
16 5:31 6:56 12:19 3:20 5:41 7:41 
17 5:32 6:57 12:19 3:19 5:40 7:40 
18 5:32 6:57 12:19 3:19 5:40 7:40 
19 5:33 6:58 12:19 3:19 5:40 7:40 
20 5:33 6:58 12:19 3:19 5:40 7:40 
21 5:34 7:00 12:20 3:19 5:39 7:39 
22 5:35 7:00 12:20 3:18 5:39 7:39 
23 5:36 7:01 12:20 3:18 5:38 7:38 
24 5:36 7:02 12:21 3:18 5:38 7:38 
25 5:37 7:03 12:21 3:18 5:38 7:08 
26 5:38 7:04 12:21 3:18 5:38 7:08 
27 5:38 7:04 12:22 3:18 5:38 7:08 
28 5:39 7:05 12:22 3:18 5:38 7:08 
29 5:40 7:06 12:22 3:18 5:37 7:07 
30 5:40 7:07 12:23 3:18 5:37 7:07 
 December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:40 7:07 12:23 3:18 5:37 7:07 
2 5:42 7:08 12:23 3:18 5:37 7:07 
3 5:42 7:09 12:24 3:18 5:37 7:07 
4 5:43 7:10 12:24 3:18 5:37 7:07 
5 5:44 7:11 12:25 3:18 5:38 7:08 
6 5:44 7:11 12:25 3:18 5:38 7:08 
7 5:45 7:12 12:25 3:19 5:38 7:08 
8 5:46 7:13 12:26 3:19 5:38 7:08 
9 5:46 7:13 12:26 3:19 5:38 7:08 
10 5:47 7:14 12:27 3:19 5:38 7:08 
11 5:47 7:15 12:27 3:19 5:38 7:08 
12 5:47 7:15 12:27 3:19 5:38 7:08 
13 5:49 7:16 12:28 3:20 5:39 7:09 
14 5:49 7:17 12:29 3:20 5:39 7:09 
15 5:50 7:17 12:29 3:21 5:40 7:10 
16 5:50 7:18 12:30 3:21 5:40 7:10 
17 5:51 7:19 12:30 3:22 5:40 7:10 
18 5:52 7:19 12:31 3:22 5:41 7:11 
19 5:52 7:20 12:31 3:22 5:41 7:11 
20 5:53 7:20 12:32 3:23 5:42 7:12 
21 5:53 7:21 12:32 3:23 5:42 7:12 
22 5:54 7:21 12:33 3:24 5:43 7:13 
23 5:54 7:21 12:33 3:24 5:43 7:13 
24 5:55 7:22 12:34 3:25 5:44 7:14 
25 5:55 7:23 12:34 3:25 5:44 7:14 
26 5:55 7:23 12:35 3:26 5:45 7:15 
27 5:56 7:24 12:35 3:27 5:45 7:15 
28 5:56 7:24 12:36 3:27 5:46 7:16 
29 5:57 7:24 12:36 3:28 5:47 7:17 
30 5:57 7:25 12:36 3:28 5:47 7:17 
31 5:57 7:25 12:37 3:29 5:48 7:18 
Prayer Times Schedule 2003
Location: Abha, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:20 6:41 12:14 3:23 5:46 7:16 
2 5:20 6:41 12:14 3:24 5:46 7:16 
3 5:21 6:42 12:15 3:24 5:47 7:17 
4 5:21 6:42 12:15 3:25 5:47 7:17 
5 5:21 6:42 12:16 3:26 5:48 7:18 
6 5:22 6:43 12:16 3:26 5:49 7:19 
7 5:22 6:43 12:17 3:27 5:49 7:19 
8 5:22 6:43 12:17 3:27 5:50 7:20 
9 5:23 6:43 12:17 3:28 5:51 7:21 
10 5:23 6:44 12:18 3:28 5:51 7:21 
11 5:23 6:44 12:18 3:29 5:52 7:22 
12 5:23 6:44 12:19 3:30 5:53 7:23 
13 5:24 6:44 12:19 3:30 5:53 7:23 
14 5:24 6:44 12:19 3:31 5:54 7:24 
15 5:24 6:44 12:20 3:31 5:54 7:24 
16 5:24 6:44 12:20 3:32 5:55 7:25 
17 5:24 6:44 12:20 3:32 5:56 7:26 
18 5:25 6:44 12:21 3:33 5:56 7:26 
19 5:25 6:44 12:21 3:33 5:57 7:27 
20 5:25 6:44 12:21 3:34 5:57 7:27 
21 5:25 6:44 12:22 3:35 5:58 7:28 
22 5:25 6:44 12:22 3:35 5:59 7:29 
23 5:25 6:44 12:22 3:36 5:59 7:29 
24 5:25 6:44 12:22 3:36 6:00 7:30 
25 5:25 6:44 12:23 3:37 6:01 7:31 
26 5:25 6:44 12:23 3:37 6:01 7:31 
27 5:25 6:44 12:23 3:37 6:02 7:32 
28 5:25 6:44 12:23 3:38 6:02 7:32 
29 5:25 6:43 12:24 3:38 6:03 7:33 
30 5:25 6:43 12:24 3:39 6:03 7:33 
31 5:24 6:43 12:24 3:39 6:04 7:34 
 February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:24 6:43 12:24 3:40 6:04 7:34 
2 5:24 6:42 12:24 3:40 6:05 7:35 
3 5:24 6:42 12:24 3:40 6:06 7:36 
4 5:24 6:42 12:24 3:41 6:06 7:36 
5 5:23 6:42 12:24 3:41 6:07 7:37 
6 5:23 6:41 12:25 3:41 6:07 7:37 
7 5:23 6:41 12:25 3:42 6:08 7:38 
8 5:23 6:40 12:25 3:42 6:08 7:38 
9 5:22 6:40 12:25 3:42 6:09 7:39 
10 5:22 6:40 12:25 3:43 6:09 7:39 
11 5:22 6:39 12:25 3:43 6:09 7:39 
12 5:21 6:39 12:25 3:43 6:10 7:40 
13 5:21 6:38 12:25 3:43 6:10 7:40 
14 5:21 6:38 12:25 3:43 6:11 7:41 
15 5:20 6:37 12:25 3:44 6:11 7:41 
16 5:20 6:37 12:25 3:44 6:12 7:42 
17 5:20 6:37 12:25 3:44 6:12 7:42 
18 5:19 6:36 12:24 3:44 6:12 7:42 
19 5:18 6:35 12:24 3:44 6:13 7:43 
20 5:18 6:35 12:24 3:44 6:13 7:43 
21 5:17 6:34 12:24 3:44 6:14 7:44 
22 5:17 6:33 12:24 3:44 6:14 7:44 
23 5:16 6:33 12:24 3:45 6:14 7:44 
24 5:16 6:32 12:24 3:45 6:15 7:45 
25 5:15 6:31 12:24 3:45 6:15 7:45 
26 5:14 6:31 12:23 3:45 6:15 7:45 
27 5:14 6:30 12:23 3:45 6:16 7:46 
28 5:14 6:30 12:23 3:45 6:16 7:46 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:13 6:29 12:23 3:45 6:16 7:46 
2 5:12 6:28 12:23 3:44 6:17 7:47 
3 5:11 6:27 12:23 3:44 6:17 7:47 
4 5:10 6:27 12:22 3:44 6:17 7:47 
5 5:10 6:26 12:22 3:44 6:18 7:48 
6 5:09 6:25 12:22 3:44 6:18 7:48 
7 5:08 6:24 12:22 3:44 6:18 7:48 
8 5:08 6:24 12:21 3:44 6:18 7:48 
9 5:07 6:23 12:21 3:44 6:19 7:49 
10 5:06 6:22 12:21 3:44 6:19 7:49 
11 5:05 6:21 12:21 3:43 6:19 7:49 
12 5:05 6:21 12:20 3:43 6:19 7:49 
13 5:04 6:20 12:20 3:43 6:20 7:50 
14 5:03 6:19 12:20 3:43 6:20 7:50 
15 5:02 6:18 12:20 3:42 6:20 7:50 
16 5:01 6:17 12:19 3:42 6:20 7:50 
17 5:01 6:17 12:19 3:42 6:21 7:51 
18 5:00 6:16 12:19 3:42 6:21 7:51 
19 4:59 6:15 12:18 3:41 6:21 7:51 
20 4:58 6:14 12:18 3:41 6:21 7:51 
21 4:57 6:13 12:18 3:41 6:22 7:52 
22 4:56 6:13 12:18 3:40 6:22 7:52 
23 4:55 6:12 12:17 3:40 6:22 7:52 
24 4:55 6:11 12:17 3:40 6:22 7:52 
25 4:54 6:10 12:17 3:39 6:22 7:52 
26 4:53 6:09 12:16 3:39 6:23 7:53 
27 4:52 6:08 12:16 3:39 6:23 7:53 
28 4:51 6:08 12:16 3:38 6:23 7:53 
29 4:50 6:07 12:15 3:38 6:23 7:53 
30 4:49 6:06 12:15 3:37 6:24 7:54 
31 4:48 6:05 12:15 3:37 6:24 7:54 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:47 6:04 12:14 3:37 6:24 7:54 
2 4:47 6:04 12:14 3:36 6:24 7:54 
3 4:46 6:03 12:14 3:36 6:24 7:54 
4 4:45 6:02 12:14 3:35 6:25 7:55 
5 4:44 6:01 12:13 3:35 6:25 7:55 
6 4:43 6:00 12:13 3:34 6:25 7:55 
7 4:42 6:00 12:13 3:34 6:25 7:55 
8 4:41 5:59 12:12 3:33 6:25 7:55 
9 4:40 5:58 12:12 3:33 6:26 7:56 
10 4:39 5:57 12:12 3:32 6:26 7:56 
11 4:39 5:56 12:12 3:32 6:26 7:56 
12 4:38 5:56 12:11 3:31 6:26 7:56 
13 4:37 5:55 12:11 3:31 6:27 7:57 
14 4:36 5:54 12:11 3:30 6:27 7:57 
15 4:35 5:53 12:11 3:30 6:27 7:57 
16 4:34 5:53 12:10 3:29 6:27 7:57 
17 4:34 5:53 12:10 3:29 6:27 7:57 
18 4:32 5:51 12:10 3:28 6:28 7:58 
19 4:32 5:51 12:10 3:28 6:28 7:58 
20 4:31 5:50 12:09 3:27 6:28 7:58 
21 4:30 5:49 12:09 3:27 6:29 7:59 
22 4:29 5:48 12:09 3:26 6:29 7:59 
23 4:28 5:48 12:09 3:26 6:29 7:59 
24 4:27 5:47 12:09 3:25 6:30 8:00 
25 4:27 5:46 12:09 3:25 6:30 8:00 
26 4:26 5:46 12:08 3:24 6:30 8:00 
27 4:25 5:45 12:08 3:24 6:30 8:00 
28 4:25 5:45 12:08 3:24 6:30 8:00 
29 4:24 5:44 12:08 3:23 6:31 8:01 
30 4:23 5:43 12:08 3:22 6:31 8:01 
 May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:22 5:43 12:08 3:22 6:32 8:02 
2 4:21 5:42 12:08 3:21 6:32 8:02 
3 4:21 5:42 12:07 3:21 6:32 8:02 
4 4:20 5:41 12:07 3:20 6:33 8:03 
5 4:19 5:41 12:07 3:20 6:33 8:03 
6 4:19 5:40 12:07 3:20 6:33 8:03 
7 4:18 5:40 12:07 3:19 6:34 8:04 
8 4:17 5:39 12:07 3:19 6:34 8:04 
9 4:17 5:39 12:07 3:19 6:34 8:04 
10 4:16 5:38 12:07 3:18 6:35 8:05 
11 4:16 5:38 12:07 3:17 6:35 8:05 
12 4:15 5:38 12:07 3:17 6:35 8:05 
13 4:14 5:37 12:07 3:17 6:36 8:06 
14 4:14 5:37 12:07 3:18 6:36 8:06 
15 4:13 5:36 12:07 3:19 6:36 8:06 
16 4:13 5:36 12:07 3:19 6:37 8:07 
17 4:12 5:36 12:07 3:20 6:37 8:07 
18 4:12 5:35 12:07 3:21 6:37 8:07 
19 4:11 5:35 12:07 3:21 6:38 8:08 
20 4:11 5:35 12:07 3:21 6:38 8:08 
21 4:11 5:35 12:07 3:22 6:39 8:09 
22 4:10 5:34 12:07 3:23 6:39 8:09 
23 4:10 5:34 12:07 3:23 6:39 8:09 
24 4:09 5:34 12:07 3:24 6:40 8:10 
25 4:09 5:34 12:07 3:25 6:40 8:10 
26 4:09 5:34 12:07 3:25 6:40 8:10 
27 4:08 5:33 12:08 3:26 6:41 8:11 
28 4:08 5:33 12:08 3:26 6:41 8:11 
29 4:08 5:33 12:08 3:27 6:42 8:12 
30 4:08 5:33 12:08 3:27 6:42 8:12 
31 4:08 5:33 12:08 3:27 6:42 8:12 
 June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:07 5:33 12:08 3:28 6:43 8:13 
2 4:07 5:33 12:08 3:29 6:43 8:13 
3 4:07 5:33 12:09 3:29 6:43 8:13 
4 4:07 5:33 12:09 3:29 6:44 8:14 
5 4:07 5:33 12:09 3:30 6:44 8:14 
6 4:07 5:33 12:09 3:30 6:45 8:15 
7 4:07 5:33 12:09 3:31 6:45 8:15 
8 4:07 5:33 12:09 3:31 6:45 8:15 
9 4:07 5:33 12:10 3:32 6:46 8:16 
10 4:07 5:33 12:10 3:32 6:46 8:16 
11 4:07 5:33 12:10 3:32 6:46 8:16 
12 4:07 5:33 12:10 3:33 6:46 8:16 
13 4:07 5:33 12:10 3:33 6:47 8:17 
14 4:07 5:33 12:11 3:33 6:47 8:17 
15 4:07 5:33 12:11 3:34 6:47 8:17 
16 4:07 5:33 12:11 3:34 6:48 8:18 
17 4:07 5:34 12:11 3:34 6:48 8:18 
18 4:07 5:34 12:11 3:34 6:48 8:18 
19 4:07 5:34 12:12 3:35 6:48 8:18 
20 4:08 5:34 12:12 3:35 6:49 8:19 
21 4:08 5:34 12:12 3:35 6:49 8:19 
22 4:08 5:35 12:12 3:35 6:49 8:19 
23 4:08 5:35 12:13 3:36 6:49 8:19 
24 4:09 5:35 12:13 3:36 6:49 8:19 
25 4:09 5:35 12:13 3:36 6:50 8:20 
26 4:09 5:36 12:13 3:36 6:50 8:20 
27 4:09 5:36 12:13 3:36 6:50 8:20 
28 4:10 5:36 12:14 3:36 6:50 8:20 
29 4:10 5:36 12:14 3:36 6:50 8:20 
30 4:10 5:37 12:14 3:36 6:50 8:20 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:11 5:37 12:14 3:36 6:50 8:20 
2 4:11 5:37 12:14 3:37 6:51 8:21 
3 4:12 5:38 12:15 3:37 6:51 8:21 
4 4:12 5:38 12:15 3:36 6:51 8:21 
5 4:12 5:38 12:15 3:36 6:51 8:21 
6 4:13 5:39 12:15 3:36 6:51 8:21 
7 4:13 5:39 12:15 3:36 6:51 8:21 
8 4:14 5:39 12:15 3:36 6:51 8:21 
9 4:14 5:40 12:16 3:36 6:51 8:21 
10 4:15 5:40 12:16 3:36 6:51 8:21 
11 4:15 5:40 12:16 3:36 6:50 8:20 
12 4:15 5:41 12:16 3:36 6:50 8:20 
13 4:16 5:41 12:16 3:35 6:50 8:20 
14 4:16 5:41 12:16 3:35 6:50 8:20 
15 4:17 5:42 12:16 3:35 6:50 8:20 
16 4:17 5:42 12:16 3:35 6:50 8:20 
17 4:18 5:42 12:17 3:34 6:50 8:20 
18 4:18 5:43 12:17 3:34 6:50 8:20 
19 4:19 5:43 12:17 3:33 6:49 8:19 
20 4:19 5:43 12:17 3:33 6:49 8:19 
21 4:20 5:44 12:17 3:33 6:49 8:19 
22 4:20 5:44 12:17 3:32 6:49 8:19 
23 4:21 5:44 12:17 3:32 6:48 8:18 
24 4:21 5:45 12:17 3:31 6:48 8:18 
25 4:22 5:45 12:17 3:31 6:48 8:18 
26 4:22 5:45 12:17 3:30 6:47 8:17 
27 4:23 5:46 12:17 3:30 6:47 8:17 
28 4:23 5:46 12:17 3:29 6:47 8:17 
29 4:23 5:46 12:17 3:29 6:47 8:17 
30 4:24 5:47 12:17 3:28 6:46 8:16 
31 4:25 5:47 12:17 3:27 6:46 8:16 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:25 5:47 12:17 3:27 6:45 8:15 
2 4:26 5:48 12:17 3:28 6:45 8:15 
3 4:26 5:48 12:17 3:28 6:44 8:14 
4 4:27 5:48 12:17 3:28 6:44 8:14 
5 4:27 5:49 12:17 3:29 6:43 8:13 
6 4:28 5:49 12:16 3:29 6:43 8:13 
7 4:28 5:49 12:16 3:29 6:42 8:12 
8 4:29 5:49 12:16 3:29 6:42 8:12 
9 4:29 5:49 12:16 3:29 6:42 8:12 
10 4:30 5:50 12:16 3:30 6:41 8:11 
11 4:30 5:50 12:16 3:30 6:40 8:10 
12 4:31 5:51 12:16 3:30 6:39 8:09 
13 4:31 5:51 12:15 3:30 6:39 8:09 
14 4:31 5:51 12:15 3:31 6:38 8:08 
15 4:32 5:51 12:15 3:31 6:38 8:08 
16 4:32 5:52 12:15 3:31 6:37 8:07 
17 4:33 5:52 12:15 3:31 6:36 8:06 
18 4:33 5:52 12:14 3:31 6:36 8:06 
19 4:33 5:52 12:14 3:31 6:35 8:05 
20 4:33 5:52 12:14 3:31 6:35 8:05 
21 4:34 5:53 12:14 3:31 6:33 8:03 
22 4:35 5:53 12:13 3:31 6:33 8:03 
23 4:35 5:53 12:13 3:31 6:32 8:02 
24 4:35 5:53 12:13 3:31 6:31 8:01 
25 4:36 5:54 12:13 3:31 6:31 8:01 
26 4:36 5:54 12:12 3:31 6:30 8:00 
27 4:36 5:54 12:12 3:31 6:29 7:59 
28 4:37 5:54 12:12 3:31 6:28 7:58 
29 4:37 5:54 12:12 3:31 6:27 7:57 
30 4:37 5:55 12:11 3:31 6:27 7:57 
31 4:37 5:55 12:11 3:31 6:27 7:57 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:38 5:55 12:11 3:31 6:25 7:55 
2 4:38 5:55 12:10 3:31 6:24 7:54 
3 4:38 5:55 12:10 3:31 6:23 7:53 
4 4:39 5:55 12:10 3:31 6:23 7:53 
5 4:39 5:56 12:09 3:31 6:22 7:52 
